tileset,local_id,category,mc_block,Y-rule,pz_name,tsx_tile_id
advertising_01,116,ignore,,,advertising_01_116,16
advertising_01,117,ignore,,,advertising_01_117,17
advertising_02,0,ignore,,,advertising_02_0,100
advertising_02,1,ignore,,,advertising_02_1,101
appliances_com_01,0,ignore,,,appliances_com_01_0,102
appliances_com_01,1,ignore,,,appliances_com_01_1,103
appliances_com_01,2,ignore,,,appliances_com_01_2,154
appliances_com_01,3,ignore,,,appliances_com_01_3,163
appliances_com_01,4,ignore,,,appliances_com_01_4,172
appliances_com_01,5,ignore,,,appliances_com_01_5,183
appliances_com_01,6,ignore,,,appliances_com_01_6,194
appliances_com_01,7,ignore,,,appliances_com_01_7,205
appliances_com_01,8,ignore,,,appliances_com_01_8,216
appliances_com_01,9,ignore,,,appliances_com_01_9,227
appliances_com_01,10,ignore,,,appliances_com_01_10,104
appliances_com_01,11,ignore,,,appliances_com_01_11,115
appliances_com_01,12,ignore,,,appliances_com_01_12,126
appliances_com_01,13,ignore,,,appliances_com_01_13,134
appliances_com_01,14,ignore,,,appliances_com_01_14,141
appliances_com_01,15,ignore,,,appliances_com_01_15,147
appliances_com_01,16,ignore,,,appliances_com_01_16,148
appliances_com_01,17,ignore,,,appliances_com_01_17,151
appliances_com_01,18,ignore,,,appliances_com_01_18,152
appliances_com_01,19,ignore,,,appliances_com_01_19,153
appliances_com_01,20,ignore,,,appliances_com_01_20,155
appliances_com_01,21,ignore,,,appliances_com_01_21,156
appliances_com_01,24,ignore,,,appliances_com_01_24,157
appliances_com_01,25,ignore,,,appliances_com_01_25,158
appliances_com_01,26,ignore,,,appliances_com_01_26,159
appliances_com_01,27,ignore,,,appliances_com_01_27,160
appliances_com_01,28,ignore,,,appliances_com_01_28,161
appliances_com_01,29,ignore,,,appliances_com_01_29,162
appliances_com_01,30,ignore,,,appliances_com_01_30,164
appliances_com_01,32,ignore,,,appliances_com_01_32,165
appliances_com_01,33,ignore,,,appliances_com_01_33,166
appliances_com_01,34,ignore,,,appliances_com_01_34,167
appliances_com_01,35,ignore,,,appliances_com_01_35,168
appliances_com_01,36,ignore,,,appliances_com_01_36,169
appliances_com_01,37,ignore,,,appliances_com_01_37,170
appliances_com_01,38,ignore,,,appliances_com_01_38,171
appliances_com_01,40,ignore,,,appliances_com_01_40,173
appliances_com_01,41,ignore,,,appliances_com_01_41,174
appliances_com_01,42,ignore,,,appliances_com_01_42,175
appliances_com_01,43,ignore,,,appliances_com_01_43,176
appliances_com_01,44,ignore,,,appliances_com_01_44,177
appliances_com_01,45,ignore,,,appliances_com_01_45,178
appliances_com_01,46,ignore,,,appliances_com_01_46,179
appliances_com_01,47,ignore,,,appliances_com_01_47,180
appliances_com_01,48,ignore,,,appliances_com_01_48,181
appliances_com_01,49,ignore,,,appliances_com_01_49,182
appliances_com_01,50,ignore,,,appliances_com_01_50,184
appliances_com_01,51,ignore,,,appliances_com_01_51,185
appliances_com_01,52,block,block.minecraft.gray_glazed_terracotta,above_ground,appliances_com_01_52,186
appliances_com_01,53,block,block.minecraft.gray_glazed_terracotta,above_ground,appliances_com_01_53,187
appliances_com_01,54,block,block.minecraft.gray_glazed_terracotta,above_ground,appliances_com_01_54,188
appliances_com_01,55,block,block.minecraft.gray_glazed_terracotta,above_ground,appliances_com_01_55,189
appliances_com_01,56,ignore,,,appliances_com_01_56,190
appliances_com_01,57,ignore,,,appliances_com_01_57,191
appliances_com_01,58,ignore,,,appliances_com_01_58,192
appliances_com_01,59,ignore,,,appliances_com_01_59,193
appliances_com_01,60,ignore,,,appliances_com_01_60,195
appliances_com_01,61,ignore,,,appliances_com_01_61,196
appliances_com_01,62,ignore,,,appliances_com_01_62,197
appliances_com_01,63,ignore,,,appliances_com_01_63,198
appliances_com_01,64,ignore,,,appliances_com_01_64,199
appliances_com_01,65,ignore,,,appliances_com_01_65,200
appliances_com_01,66,ignore,,,appliances_com_01_66,201
appliances_com_01,67,ignore,,,appliances_com_01_67,202
appliances_com_01,68,ignore,,,appliances_com_01_68,203
appliances_com_01,69,ignore,,,appliances_com_01_69,204
appliances_com_01,70,ignore,,,appliances_com_01_70,206
appliances_com_01,71,ignore,,,appliances_com_01_71,207
appliances_com_01,72,ignore,,,appliances_com_01_72,208
appliances_com_01,73,ignore,,,appliances_com_01_73,209
appliances_com_01,74,ignore,,,appliances_com_01_74,210
appliances_com_01,75,ignore,,,appliances_com_01_75,211
appliances_com_01,76,ignore,,,appliances_com_01_76,212
appliances_com_01,77,ignore,,,appliances_com_01_77,213
appliances_com_01,78,ignore,,,appliances_com_01_78,214
appliances_com_01,79,ignore,,,appliances_com_01_79,215
appliances_com_01,80,ignore,,,appliances_com_01_80,217
appliances_com_01,81,ignore,,,appliances_com_01_81,218
appliances_com_01,82,ignore,,,appliances_com_01_82,219
appliances_com_01,83,ignore,,,appliances_com_01_83,220
appliances_com_01,84,ignore,,,appliances_com_01_84,221
appliances_com_01,85,ignore,,,appliances_com_01_85,222
appliances_com_01,86,ignore,,,appliances_com_01_86,223
appliances_com_01,87,ignore,,,appliances_com_01_87,224
appliances_com_01,88,ignore,,,appliances_com_01_88,225
appliances_com_01,89,ignore,,,appliances_com_01_89,226
appliances_com_01,90,ignore,,,appliances_com_01_90,228
appliances_com_01,91,ignore,,,appliances_com_01_91,229
appliances_com_01,92,ignore,,,appliances_com_01_92,230
appliances_com_01,93,ignore,,,appliances_com_01_93,231
appliances_com_01,94,ignore,,,appliances_com_01_94,232
appliances_com_01,95,ignore,,,appliances_com_01_95,233
appliances_com_01,96,ignore,,,appliances_com_01_96,234
appliances_com_01,97,ignore,,,appliances_com_01_97,235
appliances_com_01,98,ignore,,,appliances_com_01_98,236
appliances_com_01,99,ignore,,,appliances_com_01_99,237
appliances_com_01,100,ignore,,,appliances_com_01_100,105
appliances_com_01,101,ignore,,,appliances_com_01_101,106
appliances_com_01,102,ignore,,,appliances_com_01_102,107
appliances_com_01,103,ignore,,,appliances_com_01_103,108
appliances_com_01,104,ignore,,,appliances_com_01_104,109
appliances_com_01,105,ignore,,,appliances_com_01_105,110
appliances_com_01,106,ignore,,,appliances_com_01_106,111
appliances_com_01,107,ignore,,,appliances_com_01_107,112
appliances_com_01,108,ignore,,,appliances_com_01_108,113
appliances_com_01,109,ignore,,,appliances_com_01_109,114
appliances_com_01,110,ignore,,,appliances_com_01_110,116
appliances_com_01,111,ignore,,,appliances_com_01_111,117
appliances_com_01,112,ignore,,,appliances_com_01_112,118
appliances_com_01,113,ignore,,,appliances_com_01_113,119
appliances_com_01,114,ignore,,,appliances_com_01_114,120
appliances_com_01,115,ignore,,,appliances_com_01_115,121
appliances_com_01,116,ignore,,,appliances_com_01_116,122
appliances_com_01,117,ignore,,,appliances_com_01_117,123
appliances_com_01,118,ignore,,,appliances_com_01_118,124
appliances_com_01,119,ignore,,,appliances_com_01_119,125
appliances_com_01,120,ignore,,,appliances_com_01_120,127
appliances_com_01,121,ignore,,,appliances_com_01_121,128
appliances_com_01,122,ignore,,,appliances_com_01_122,129
appliances_com_01,123,ignore,,,appliances_com_01_123,130
appliances_com_01,124,ignore,,,appliances_com_01_124,131
appliances_com_01,125,ignore,,,appliances_com_01_125,132
appliances_com_01,126,ignore,,,appliances_com_01_126,133
appliances_com_01,132,ignore,,,appliances_com_01_132,135
appliances_com_01,133,ignore,,,appliances_com_01_133,136
appliances_com_01,136,ignore,,,appliances_com_01_136,137
appliances_com_01,137,ignore,,,appliances_com_01_137,138
appliances_com_01,138,ignore,,,appliances_com_01_138,139
appliances_com_01,139,ignore,,,appliances_com_01_139,140
appliances_com_01,141,ignore,,,appliances_com_01_141,142
appliances_com_01,144,ignore,,,appliances_com_01_144,143
appliances_com_01,145,ignore,,,appliances_com_01_145,144
appliances_com_01,146,ignore,,,appliances_com_01_146,145
appliances_com_01,147,ignore,,,appliances_com_01_147,146
appliances_com_01,166,ignore,,,appliances_com_01_166,149
appliances_com_01,167,ignore,,,appliances_com_01_167,150
appliances_cooking_01,0,block,block.minecraft.furnace,above_ground,appliances_cooking_01_0,238
appliances_cooking_01,1,block,block.minecraft.furnace,above_ground,appliances_cooking_01_1,239
appliances_cooking_01,2,block,block.minecraft.furnace,above_ground,appliances_cooking_01_2,250
appliances_cooking_01,3,block,block.minecraft.furnace,above_ground,appliances_cooking_01_3,261
appliances_cooking_01,4,block,block.minecraft.furnace,above_ground,appliances_cooking_01_4,271
appliances_cooking_01,5,block,block.minecraft.furnace,above_ground,appliances_cooking_01_5,282
appliances_cooking_01,6,block,block.minecraft.furnace,above_ground,appliances_cooking_01_6,293
appliances_cooking_01,7,block,block.minecraft.furnace,above_ground,appliances_cooking_01_7,304
appliances_cooking_01,8,block,block.minecraft.furnace,above_ground,appliances_cooking_01_8,307
appliances_cooking_01,9,block,block.minecraft.furnace,above_ground,appliances_cooking_01_9,308
appliances_cooking_01,10,block,block.minecraft.furnace,above_ground,appliances_cooking_01_10,240
appliances_cooking_01,11,block,block.minecraft.furnace,above_ground,appliances_cooking_01_11,241
appliances_cooking_01,12,block,block.minecraft.furnace,above_ground,appliances_cooking_01_12,242
appliances_cooking_01,13,block,block.minecraft.furnace,above_ground,appliances_cooking_01_13,243
appliances_cooking_01,14,block,block.minecraft.furnace,above_ground,appliances_cooking_01_14,244
appliances_cooking_01,15,block,block.minecraft.furnace,above_ground,appliances_cooking_01_15,245
appliances_cooking_01,16,ignore,,,appliances_cooking_01_16,246
appliances_cooking_01,17,ignore,,,appliances_cooking_01_17,247
appliances_cooking_01,18,ignore,,,appliances_cooking_01_18,248
appliances_cooking_01,19,ignore,,,appliances_cooking_01_19,249
appliances_cooking_01,20,ignore,,,appliances_cooking_01_20,251
appliances_cooking_01,21,ignore,,,appliances_cooking_01_21,252
appliances_cooking_01,22,ignore,,,appliances_cooking_01_22,253
appliances_cooking_01,23,ignore,,,appliances_cooking_01_23,254
appliances_cooking_01,24,ignore,,,appliances_cooking_01_24,255
appliances_cooking_01,25,ignore,,,appliances_cooking_01_25,256
appliances_cooking_01,26,ignore,,,appliances_cooking_01_26,257
appliances_cooking_01,27,ignore,,,appliances_cooking_01_27,258
appliances_cooking_01,28,ignore,,,appliances_cooking_01_28,259
appliances_cooking_01,29,ignore,,,appliances_cooking_01_29,260
appliances_cooking_01,30,ignore,,,appliances_cooking_01_30,262
appliances_cooking_01,31,ignore,,,appliances_cooking_01_31,263
appliances_cooking_01,32,ignore,,,appliances_cooking_01_32,264
appliances_cooking_01,33,ignore,,,appliances_cooking_01_33,265
appliances_cooking_01,35,ignore,,,appliances_cooking_01_35,266
appliances_cooking_01,36,ignore,,,appliances_cooking_01_36,267
appliances_cooking_01,37,ignore,,,appliances_cooking_01_37,268
appliances_cooking_01,38,ignore,,,appliances_cooking_01_38,269
appliances_cooking_01,39,ignore,,,appliances_cooking_01_39,270
appliances_cooking_01,40,ignore,,,appliances_cooking_01_40,272
appliances_cooking_01,41,ignore,,,appliances_cooking_01_41,273
appliances_cooking_01,42,ignore,,,appliances_cooking_01_42,274
appliances_cooking_01,43,ignore,,,appliances_cooking_01_43,275
appliances_cooking_01,44,ignore,,,appliances_cooking_01_44,276
appliances_cooking_01,45,ignore,,,appliances_cooking_01_45,277
appliances_cooking_01,46,ignore,,,appliances_cooking_01_46,278
appliances_cooking_01,47,ignore,,,appliances_cooking_01_47,279
appliances_cooking_01,48,ignore,,,appliances_cooking_01_48,280
appliances_cooking_01,49,ignore,,,appliances_cooking_01_49,281
appliances_cooking_01,50,ignore,,,appliances_cooking_01_50,283
appliances_cooking_01,51,ignore,,,appliances_cooking_01_51,284
appliances_cooking_01,52,ignore,,,appliances_cooking_01_52,285
appliances_cooking_01,53,ignore,,,appliances_cooking_01_53,286
appliances_cooking_01,54,ignore,,,appliances_cooking_01_54,287
appliances_cooking_01,55,ignore,,,appliances_cooking_01_55,288
appliances_cooking_01,56,ignore,,,appliances_cooking_01_56,289
appliances_cooking_01,57,ignore,,,appliances_cooking_01_57,290
appliances_cooking_01,58,ignore,,,appliances_cooking_01_58,291
appliances_cooking_01,59,ignore,,,appliances_cooking_01_59,292
appliances_cooking_01,60,ignore,,,appliances_cooking_01_60,294
appliances_cooking_01,61,ignore,,,appliances_cooking_01_61,295
appliances_cooking_01,62,ignore,,,appliances_cooking_01_62,296
appliances_cooking_01,63,ignore,,,appliances_cooking_01_63,297
appliances_cooking_01,64,ignore,,,appliances_cooking_01_64,298
appliances_cooking_01,65,ignore,,,appliances_cooking_01_65,299
appliances_cooking_01,66,ignore,,,appliances_cooking_01_66,300
appliances_cooking_01,67,ignore,,,appliances_cooking_01_67,301
appliances_cooking_01,68,ignore,,,appliances_cooking_01_68,302
appliances_cooking_01,69,ignore,,,appliances_cooking_01_69,303
appliances_cooking_01,70,ignore,,,appliances_cooking_01_70,305
appliances_cooking_01,71,ignore,,,appliances_cooking_01_71,306
appliances_laundry_01,0,block,block.minecraft.chiseled_stone_bricks,above_ground,appliances_laundry_01_0,309
appliances_laundry_01,1,block,block.minecraft.chiseled_stone_bricks,above_ground,appliances_laundry_01_1,310
appliances_laundry_01,2,block,block.minecraft.chiseled_stone_bricks,above_ground,appliances_laundry_01_2,319
appliances_laundry_01,3,block,block.minecraft.chiseled_stone_bricks,above_ground,appliances_laundry_01_3,330
appliances_laundry_01,4,block,block.minecraft.purpur_pillar,above_ground,appliances_laundry_01_4,333
appliances_laundry_01,5,block,block.minecraft.purpur_pillar,above_ground,appliances_laundry_01_5,334
appliances_laundry_01,6,block,block.minecraft.purpur_pillar,above_ground,appliances_laundry_01_6,335
appliances_laundry_01,7,block,block.minecraft.purpur_pillar,above_ground,appliances_laundry_01_7,336
appliances_laundry_01,12,ignore,,,appliances_laundry_01_12,311
appliances_laundry_01,13,ignore,,,appliances_laundry_01_13,312
appliances_laundry_01,14,ignore,,,appliances_laundry_01_14,313
appliances_laundry_01,15,ignore,,,appliances_laundry_01_15,314
appliances_laundry_01,16,ignore,,,appliances_laundry_01_16,315
appliances_laundry_01,17,ignore,,,appliances_laundry_01_17,316
appliances_laundry_01,18,ignore,,,appliances_laundry_01_18,317
appliances_laundry_01,19,ignore,,,appliances_laundry_01_19,318
appliances_laundry_01,20,ignore,,,appliances_laundry_01_20,320
appliances_laundry_01,21,ignore,,,appliances_laundry_01_21,321
appliances_laundry_01,22,ignore,,,appliances_laundry_01_22,322
appliances_laundry_01,23,ignore,,,appliances_laundry_01_23,323
appliances_laundry_01,24,ignore,,,appliances_laundry_01_24,324
appliances_laundry_01,25,ignore,,,appliances_laundry_01_25,325
appliances_laundry_01,26,ignore,,,appliances_laundry_01_26,326
appliances_laundry_01,27,ignore,,,appliances_laundry_01_27,327
appliances_laundry_01,28,ignore,,,appliances_laundry_01_28,328
appliances_laundry_01,29,ignore,,,appliances_laundry_01_29,329
appliances_laundry_01,30,ignore,,,appliances_laundry_01_30,331
appliances_laundry_01,31,ignore,,,appliances_laundry_01_31,332
appliances_misc_01,0,block,block.minecraft.black_glazed_terracotta,above_ground,appliances_misc_01_0,337
appliances_misc_01,1,block,block.minecraft.black_glazed_terracotta,above_ground,appliances_misc_01_1,338
appliances_misc_01,2,block,block.minecraft.black_glazed_terracotta,above_ground,appliances_misc_01_2,345
appliances_misc_01,3,block,block.minecraft.black_glazed_terracotta,above_ground,appliances_misc_01_3,346
appliances_misc_01,4,block,block.minecraft.brown_glazed_terracotta,above_ground,appliances_misc_01_4,347
appliances_misc_01,5,block,block.minecraft.brown_glazed_terracotta,above_ground,appliances_misc_01_5,348
appliances_misc_01,6,block,block.minecraft.brown_glazed_terracotta,above_ground,appliances_misc_01_6,349
appliances_misc_01,7,block,block.minecraft.brown_glazed_terracotta,above_ground,appliances_misc_01_7,350
appliances_misc_01,8,block,block.minecraft.yellow_glazed_terracotta,above_ground,appliances_misc_01_8,351
appliances_misc_01,9,block,block.minecraft.yellow_glazed_terracotta,above_ground,appliances_misc_01_9,352
appliances_misc_01,10,block,block.minecraft.yellow_glazed_terracotta,above_ground,appliances_misc_01_10,339
appliances_misc_01,11,block,block.minecraft.yellow_glazed_terracotta,above_ground,appliances_misc_01_11,340
appliances_misc_01,12,block,block.minecraft.blue_glazed_terracotta,above_ground,appliances_misc_01_12,341
appliances_misc_01,13,block,block.minecraft.blue_glazed_terracotta,above_ground,appliances_misc_01_13,342
appliances_misc_01,14,block,block.minecraft.blue_glazed_terracotta,above_ground,appliances_misc_01_14,343
appliances_misc_01,15,block,block.minecraft.blue_glazed_terracotta,above_ground,appliances_misc_01_15,344
appliances_radio_01,0,ignore,,,appliances_radio_01_0,353
appliances_radio_01,1,ignore,,,appliances_radio_01_1,354
appliances_radio_01,2,ignore,,,appliances_radio_01_2,365
appliances_radio_01,3,ignore,,,appliances_radio_01_3,366
appliances_radio_01,4,ignore,,,appliances_radio_01_4,367
appliances_radio_01,5,ignore,,,appliances_radio_01_5,368
appliances_radio_01,6,ignore,,,appliances_radio_01_6,369
appliances_radio_01,7,ignore,,,appliances_radio_01_7,370
appliances_radio_01,8,ignore,,,appliances_radio_01_8,371
appliances_radio_01,9,ignore,,,appliances_radio_01_9,372
appliances_radio_01,10,ignore,,,appliances_radio_01_10,355
appliances_radio_01,11,ignore,,,appliances_radio_01_11,356
appliances_radio_01,12,ignore,,,appliances_radio_01_12,357
appliances_radio_01,13,ignore,,,appliances_radio_01_13,358
appliances_radio_01,14,ignore,,,appliances_radio_01_14,359
appliances_radio_01,15,ignore,,,appliances_radio_01_15,360
appliances_radio_01,16,ignore,,,appliances_radio_01_16,361
appliances_radio_01,17,ignore,,,appliances_radio_01_17,362
appliances_radio_01,18,ignore,,,appliances_radio_01_18,363
appliances_radio_01,19,ignore,,,appliances_radio_01_19,364
appliances_refrigeration_01,0,ignore,,,appliances_refrigeration_01_0,373
appliances_refrigeration_01,1,ignore,,,appliances_refrigeration_01_1,374
appliances_refrigeration_01,2,ignore,,,appliances_refrigeration_01_2,385
appliances_refrigeration_01,3,ignore,,,appliances_refrigeration_01_3,396
appliances_refrigeration_01,4,ignore,,,appliances_refrigeration_01_4,407
appliances_refrigeration_01,5,ignore,,,appliances_refrigeration_01_5,418
appliances_refrigeration_01,6,ignore,,,appliances_refrigeration_01_6,421
appliances_refrigeration_01,7,ignore,,,appliances_refrigeration_01_7,422
appliances_refrigeration_01,8,ignore,,,appliances_refrigeration_01_8,423
appliances_refrigeration_01,9,ignore,,,appliances_refrigeration_01_9,424
appliances_refrigeration_01,10,ignore,,,appliances_refrigeration_01_10,375
appliances_refrigeration_01,11,ignore,,,appliances_refrigeration_01_11,376
appliances_refrigeration_01,12,ignore,,,appliances_refrigeration_01_12,377
appliances_refrigeration_01,13,ignore,,,appliances_refrigeration_01_13,378
appliances_refrigeration_01,14,ignore,,,appliances_refrigeration_01_14,379
appliances_refrigeration_01,15,ignore,,,appliances_refrigeration_01_15,380
appliances_refrigeration_01,16,ignore,,,appliances_refrigeration_01_16,381
appliances_refrigeration_01,17,ignore,,,appliances_refrigeration_01_17,382
appliances_refrigeration_01,18,ignore,,,appliances_refrigeration_01_18,383
appliances_refrigeration_01,19,ignore,,,appliances_refrigeration_01_19,384
appliances_refrigeration_01,20,ignore,,,appliances_refrigeration_01_20,386
appliances_refrigeration_01,21,ignore,,,appliances_refrigeration_01_21,387
appliances_refrigeration_01,22,ignore,,,appliances_refrigeration_01_22,388
appliances_refrigeration_01,23,ignore,,,appliances_refrigeration_01_23,389
appliances_refrigeration_01,24,ignore,,,appliances_refrigeration_01_24,390
appliances_refrigeration_01,25,ignore,,,appliances_refrigeration_01_25,391
appliances_refrigeration_01,26,ignore,,,appliances_refrigeration_01_26,392
appliances_refrigeration_01,27,ignore,,,appliances_refrigeration_01_27,393
appliances_refrigeration_01,28,ignore,,,appliances_refrigeration_01_28,394
appliances_refrigeration_01,29,ignore,,,appliances_refrigeration_01_29,395
appliances_refrigeration_01,30,ignore,,,appliances_refrigeration_01_30,397
appliances_refrigeration_01,31,ignore,,,appliances_refrigeration_01_31,398
appliances_refrigeration_01,32,ignore,,,appliances_refrigeration_01_32,399
appliances_refrigeration_01,33,ignore,,,appliances_refrigeration_01_33,400
appliances_refrigeration_01,34,ignore,,,appliances_refrigeration_01_34,401
appliances_refrigeration_01,35,ignore,,,appliances_refrigeration_01_35,402
appliances_refrigeration_01,36,ignore,,,appliances_refrigeration_01_36,403
appliances_refrigeration_01,37,ignore,,,appliances_refrigeration_01_37,404
appliances_refrigeration_01,38,ignore,,,appliances_refrigeration_01_38,405
appliances_refrigeration_01,39,ignore,,,appliances_refrigeration_01_39,406
appliances_refrigeration_01,40,ignore,,,appliances_refrigeration_01_40,408
appliances_refrigeration_01,41,ignore,,,appliances_refrigeration_01_41,409
appliances_refrigeration_01,42,ignore,,,appliances_refrigeration_01_42,410
appliances_refrigeration_01,43,ignore,,,appliances_refrigeration_01_43,411
appliances_refrigeration_01,44,ignore,,,appliances_refrigeration_01_44,412
appliances_refrigeration_01,45,ignore,,,appliances_refrigeration_01_45,413
appliances_refrigeration_01,46,ignore,,,appliances_refrigeration_01_46,414
appliances_refrigeration_01,47,ignore,,,appliances_refrigeration_01_47,415
appliances_refrigeration_01,48,ignore,,,appliances_refrigeration_01_48,416
appliances_refrigeration_01,49,ignore,,,appliances_refrigeration_01_49,417
appliances_refrigeration_01,50,ignore,,,appliances_refrigeration_01_50,419
appliances_refrigeration_01,51,ignore,,,appliances_refrigeration_01_51,420
appliances_television_01,0,block,block.minecraft.diorite,above_ground,appliances_television_01_0,425
appliances_television_01,1,block,block.minecraft.diorite,above_ground,appliances_television_01_1,426
appliances_television_01,2,block,block.minecraft.diorite,above_ground,appliances_television_01_2,429
appliances_television_01,3,block,block.minecraft.diorite,above_ground,appliances_television_01_3,430
appliances_television_01,4,block,block.minecraft.diorite,above_ground,appliances_television_01_4,431
appliances_television_01,5,block,block.minecraft.diorite,above_ground,appliances_television_01_5,432
appliances_television_01,6,block,block.minecraft.diorite,above_ground,appliances_television_01_6,433
appliances_television_01,7,block,block.minecraft.diorite,above_ground,appliances_television_01_7,434
appliances_television_01,8,block,block.minecraft.diorite,above_ground,appliances_television_01_8,435
appliances_television_01,9,block,block.minecraft.diorite,above_ground,appliances_television_01_9,436
appliances_television_01,10,block,block.minecraft.diorite,above_ground,appliances_television_01_10,427
appliances_television_01,11,block,block.minecraft.diorite,above_ground,appliances_television_01_11,428
blends_grassoverlays_01,0,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_0,437
blends_grassoverlays_01,1,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_1,438
blends_grassoverlays_01,2,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_2,447
blends_grassoverlays_01,3,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_3,456
blends_grassoverlays_01,4,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_4,463
blends_grassoverlays_01,5,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_5,472
blends_grassoverlays_01,8,overlay,block.minecraft.short_grass,above_ground,blends_grassoverlays_01_8,492
